yearday,mean,sd,n,n_years,p05,p10,p25,p50,p75,p90,p95,lo1,hi1,lo2,hi2
195,3.9926,0.1166,3338,10,3.7991,3.834,3.9086,3.9953,4.0714,4.1412,4.1835,3.876,4.1091,3.7595,4.2257
196,3.9935,0.1164,3314,10,3.7981,3.834,3.9123,3.9956,4.0717,4.1416,4.1849,3.8771,4.1099,3.7607,4.2263
197,3.9943,0.1163,3290,10,3.798,3.8356,3.9131,3.9944,4.0713,4.1446,4.1879,3.8781,4.1106,3.7618,4.2268
198,3.9947,0.1161,3266,10,3.8038,3.8404,3.9159,3.9944,4.0731,4.1471,4.1921,3.8786,4.1108,3.7626,4.2269
199,3.9946,0.1157,3242,10,3.8046,3.8429,3.9181,3.9921,4.0737,4.148,4.1945,3.8789,4.1103,3.7631,4.2261
200,3.9945,0.1155,3240,9,3.8053,3.8448,3.917,3.9891,4.0683,4.145,4.1937,3.879,4.11,3.7635,4.2255
201,3.994,0.1152,3240,9,3.8066,3.8471,3.9143,3.9864,4.0664,4.1444,4.1921,3.8789,4.1092,3.7637,4.2243
202,3.9939,0.115,3240,9,3.8078,3.8486,3.9126,3.9852,4.0666,4.147,4.196,3.8789,4.1088,3.764,4.2238
203,3.9945,0.1151,3240,9,3.8126,3.8507,3.9106,3.9863,4.0681,4.1478,4.196,3.8795,4.1096,3.7644,4.2247
204,3.9955,0.115,3240,9,3.815,3.8559,3.9126,3.9893,4.0699,4.1506,4.1986,3.8805,4.1104,3.7655,4.2254
205,3.9963,0.1142,3240,9,3.8158,3.8573,3.9153,3.9906,4.071,4.1514,4.2018,3.8821,4.1105,3.768,4.2246
206,3.9968,0.1127,3252,10,3.8235,3.8592,3.9165,3.9889,4.0697,4.1474,4.1993,3.8842,4.1095,3.7715,4.2222
207,3.9972,0.1106,3276,10,3.8302,3.863,3.9196,3.989,4.066,4.1431,4.1949,3.8867,4.1078,3.7761,4.2183
208,3.9977,0.1081,3300,10,3.8336,3.8658,3.921,3.9891,4.0614,4.1396,4.1891,3.8896,4.1058,3.7815,4.2139
209,3.9983,0.1057,3324,10,3.8396,3.8702,3.9243,3.9906,4.0621,4.1369,4.1847,3.8927,4.104,3.787,4.2097
210,3.9987,0.1036,3348,10,3.8453,3.8737,3.9268,3.992,4.065,4.1366,4.1854,3.8952,4.1023,3.7916,4.2059
211,3.9988,0.1017,3372,10,3.8508,3.8758,3.9273,3.9913,4.0647,4.136,4.1839,3.8971,4.1005,3.7954,4.2022
212,3.9981,0.1004,3396,10,3.8514,3.876,3.9259,3.9905,4.0612,4.1325,4.1798,3.8977,4.0985,3.7974,4.1988
213,3.9968,0.0996,3420,10,3.851,3.8755,3.9246,3.9888,4.0584,4.129,4.1739,3.8971,4.0964,3.7975,4.1961
214,3.9947,0.0993,3441,10,3.8472,3.8731,3.9223,3.9873,4.0575,4.1262,4.1677,3.8954,4.094,3.7961,4.1933
215,3.9923,0.0993,3462,10,3.8414,3.8707,3.9218,3.986,4.0586,4.1262,4.1683,3.8931,4.0916,3.7938,4.1909
216,3.9901,0.0997,3486,10,3.8347,3.8652,3.9202,3.9848,4.0556,4.1209,4.1616,3.8903,4.0898,3.7906,4.1895
217,3.9878,0.1,3510,10,3.8252,3.8602,3.9187,3.9833,4.0523,4.1166,4.1509,3.8878,4.0877,3.7878,4.1877
218,3.9853,0.0999,3534,10,3.8189,3.8566,3.917,3.9825,4.0513,4.1136,4.1502,3.8854,4.0852,3.7856,4.1851
219,3.9834,0.0999,3558,10,3.8199,3.8557,3.9154,3.9807,4.0487,4.1085,4.1418,3.8836,4.0833,3.7837,4.1831
220,3.982,0.1005,3582,10,3.8171,3.853,3.9135,3.9798,4.0472,4.1065,4.1403,3.8815,4.0825,3.7811,4.183
221,3.9807,0.1015,3594,10,3.8161,3.8519,3.9114,3.9794,4.0473,4.1067,4.141,3.8793,4.0822,3.7778,4.1836
222,3.9797,0.1031,3594,10,3.8146,3.8502,3.9073,3.977,4.0478,4.1083,4.1468,3.8767,4.0828,3.7736,4.1858
223,3.9788,0.105,3593,10,3.8091,3.847,3.9041,3.9749,4.0474,4.1107,4.1535,3.8738,4.0838,3.7688,4.1888
224,3.9779,0.1075,3592,10,3.8062,3.8443,3.9026,3.9731,4.0473,4.1123,4.1577,3.8704,4.0854,3.7629,4.1928
225,3.9768,0.1098,3592,10,3.8006,3.8412,3.9012,3.9726,4.0465,4.1146,4.1602,3.867,4.0866,3.7571,4.1964
226,3.9759,0.112,3592,10,3.794,3.8353,3.8978,3.9726,4.0473,4.117,4.1692,3.8639,4.0879,3.7518,4.1999
227,3.9752,0.114,3592,10,3.7883,3.8296,3.8934,3.9724,4.0496,4.1192,4.1713,3.8612,4.0892,3.7471,4.2032
228,3.975,0.1152,3592,10,3.7866,3.8269,3.8902,3.9708,4.0497,4.1234,4.1749,3.8597,4.0902,3.7445,4.2055
229,3.9755,0.1155,3595,10,3.7862,3.8252,3.89,3.9704,4.0499,4.1249,4.1805,3.86,4.0911,3.7445,4.2066
230,3.9767,0.1151,3589,10,3.7906,3.8312,3.8947,3.9728,4.0496,4.1216,4.175,3.8615,4.0918,3.7464,4.2069
231,3.9779,0.1146,3568,10,3.7936,3.8386,3.8997,3.9758,4.0517,4.1222,4.1738,3.8633,4.0926,3.7486,4.2072
232,3.9785,0.114,3544,10,3.7993,3.8434,3.9011,3.9756,4.0534,4.1238,4.1755,3.8645,4.0925,3.7505,4.2065
233,3.9785,0.1138,3520,10,3.8022,3.8452,3.9019,3.9731,4.0506,4.1262,4.1807,3.8647,4.0923,3.7509,4.2061
234,3.9779,0.1139,3496,10,3.7968,3.8432,3.9004,3.9687,4.0486,4.1246,4.1805,3.8639,4.0918,3.75,4.2057
235,3.9766,0.1139,3472,10,3.798,3.8426,3.8988,3.9675,4.0465,4.1259,4.1803,3.8626,4.0905,3.7487,4.2044
236,3.9755,0.1136,3448,10,3.796,3.8422,3.899,3.9671,4.0429,4.1268,4.1803,3.8619,4.0891,3.7484,4.2026
237,3.9745,0.1125,3424,10,3.792,3.8404,3.8998,3.9673,4.0417,4.1243,4.1743,3.8619,4.087,3.7494,4.1995
238,3.9731,0.111,3401,10,3.794,3.8416,3.9007,3.9693,4.0417,4.1211,4.1716,3.8621,4.0841,3.7511,4.1951
239,3.9711,0.1088,3378,10,3.7972,3.8417,3.9004,3.9662,4.037,4.1159,4.166,3.8623,4.0799,3.7534,4.1887
240,3.9689,0.1062,3354,10,3.8032,3.8424,3.8998,3.9612,4.0324,4.1094,4.1626,3.8627,4.0751,3.7565,4.1813
241,3.9658,0.1035,3330,10,3.8056,3.8427,3.898,3.9569,4.0267,4.0981,4.1499,3.8623,4.0692,3.7588,4.1727
242,3.9626,0.1008,3306,10,3.8107,3.8456,3.8975,3.9541,4.0219,4.0945,4.1383,3.8617,4.0634,3.7609,4.1643
243,3.9591,0.0988,3282,10,3.8096,3.8426,3.8954,3.9511,4.0179,4.0859,4.1287,3.8603,4.0579,3.7616,4.1566
244,3.9557,0.0973,3258,10,3.8077,3.8414,3.8927,3.9499,4.0145,4.0804,4.1221,3.8584,4.0529,3.7612,4.1502
245,3.9523,0.0962,3243,10,3.8051,3.8383,3.8865,3.9447,4.0105,4.0766,4.122,3.8561,4.0485,3.7598,4.1447
246,3.9495,0.0949,3234,9,3.803,3.8339,3.8826,3.9411,4.0071,4.0693,4.1148,3.8546,4.0445,3.7596,4.1394
247,3.9476,0.0938,3231,9,3.8019,3.8322,3.8814,3.9404,4.0053,4.0641,4.1079,3.8538,4.0414,3.76,4.1352
248,3.9461,0.0924,3231,9,3.802,3.8324,3.8821,3.9417,4.0045,4.0615,4.1015,3.8537,4.0385,3.7613,4.1309
249,3.9446,0.0908,3224,9,3.8037,3.8337,3.883,3.9437,4.0064,4.0612,4.1003,3.8538,4.0354,3.763,4.1263
250,3.9427,0.089,3224,9,3.8026,3.8326,3.8823,3.9421,4.0034,4.0577,4.0978,3.8537,4.0317,3.7647,4.1207
251,3.94,0.0878,3224,9,3.8019,3.8307,3.8794,3.9394,3.9979,4.0543,4.091,3.8522,4.0279,3.7644,4.1157
252,3.9366,0.0872,3229,10,3.8007,3.8271,3.8759,3.936,3.9928,4.0482,4.0819,3.8494,4.0239,3.7622,4.1111
253,3.9333,0.0869,3237,10,3.7974,3.8216,3.8704,3.9307,3.9889,4.0443,4.0787,3.8464,4.0202,3.7595,4.1071
254,3.9303,0.0871,3245,10,3.7943,3.819,3.8668,3.9276,3.9884,4.0438,4.0788,3.8433,4.0174,3.7562,4.1045
255,3.9277,0.0876,3253,10,3.7924,3.8165,3.8638,3.9253,3.9873,4.0432,4.0794,3.8401,4.0153,3.7526,4.1028
256,3.9254,0.0882,3261,10,3.7885,3.815,3.8613,3.9239,3.9865,4.0418,4.0788,3.8371,4.0136,3.7489,4.1018
257,3.9228,0.0885,3269,10,3.7882,3.8132,3.8584,3.9204,3.9838,4.0379,4.0765,3.8343,4.0112,3.7458,4.0997
258,3.9198,0.0886,3277,10,3.7827,3.8092,3.855,3.9161,3.9796,4.0353,4.0747,3.8312,4.0084,3.7425,4.0971
259,3.9164,0.0889,3285,10,3.779,3.8065,3.8531,3.9137,3.9756,4.03,4.0657,3.8275,4.0053,3.7386,4.0942
260,3.9126,0.0893,3293,10,3.7751,3.8032,3.8499,3.9101,3.9715,4.0255,4.0625,3.8233,4.002,3.734,4.0913
261,3.9085,0.0897,3307,10,3.7703,3.7977,3.8472,3.9067,3.9677,4.0218,4.0606,3.8188,3.9982,3.7291,4.0879
262,3.9041,0.09,3318,10,3.7655,3.792,3.8411,3.9013,3.9634,4.0171,4.0557,3.8141,3.9941,3.7241,4.0841
263,3.8998,0.0901,3326,10,3.761,3.7876,3.8369,3.8963,3.959,4.0136,4.0524,3.8097,3.9899,3.7197,4.0799
264,3.8957,0.0899,3341,10,3.7567,3.785,3.8327,3.8923,3.9545,4.0086,4.0402,3.8058,3.9857,3.7158,4.0756
265,3.8922,0.09,3349,10,3.754,3.7821,3.8298,3.8885,3.952,4.0048,4.035,3.8022,3.9822,3.7122,4.0722
266,3.8889,0.0896,3357,10,3.7512,3.7798,3.8271,3.8852,3.9486,4.0039,4.0335,3.7993,3.9785,3.7097,4.0681
267,3.8857,0.0894,3360,10,3.7448,3.7758,3.8241,3.8835,3.9479,4.0041,4.0336,3.7963,3.975,3.7069,4.0644
268,3.8821,0.0896,3360,10,3.7377,3.7713,3.8227,3.8818,3.9446,4.0,4.0249,3.7924,3.9717,3.7028,4.0614
269,3.8785,0.0901,3360,10,3.7297,3.7634,3.818,3.879,3.9408,3.9944,4.0193,3.7884,3.9685,3.6983,4.0586
270,3.8748,0.0907,3360,10,3.7202,3.7554,3.8124,3.875,3.9365,3.99,4.0169,3.7842,3.9655,3.6935,4.0562
271,3.8717,0.0917,3360,10,3.7145,3.7493,3.8092,3.8741,3.9344,3.9872,4.0166,3.78,3.9634,3.6883,4.0551
272,3.8691,0.093,3360,10,3.7076,3.7424,3.8051,3.8721,3.9336,3.99,4.0196,3.7761,3.9621,3.6831,4.0551
273,3.8676,0.0942,3360,10,3.7065,3.7404,3.802,3.8689,3.9337,3.9904,4.0199,3.7734,3.9619,3.6792,4.0561
274,3.8668,0.0952,3360,10,3.7057,3.7376,3.7974,3.8664,3.9319,3.9891,4.0218,3.7717,3.962,3.6765,4.0571
275,3.8668,0.0956,3360,10,3.7071,3.7381,3.797,3.8659,3.9333,3.9927,4.0273,3.7711,3.9624,3.6755,4.0581
276,3.867,0.0959,3356,10,3.7094,3.7403,3.7985,3.8669,3.9326,3.993,4.0283,3.7711,3.9629,3.6752,4.0588
277,3.8672,0.0959,3356,10,3.71,3.7422,3.8014,3.8687,3.9343,3.9977,4.0299,3.7713,3.9631,3.6753,4.059
278,3.867,0.0956,3356,10,3.712,3.7427,3.802,3.8679,3.9337,3.9977,4.0306,3.7715,3.9626,3.6759,4.0582
279,3.8667,0.0953,3356,10,3.7139,3.743,3.7994,3.8651,3.9303,3.9968,4.0306,3.7714,3.9619,3.6761,4.0572
280,3.866,0.0948,3356,10,3.7166,3.7435,3.7988,3.8631,3.929,3.9956,4.0307,3.7712,3.9608,3.6763,4.0556
281,3.8657,0.0947,3356,10,3.7156,3.7433,3.7988,3.8626,3.9274,3.993,4.0291,3.771,3.9604,3.6763,4.0551
282,3.8664,0.0947,3356,10,3.7175,3.7444,3.7995,3.8633,3.9266,3.9909,4.0291,3.7717,3.9611,3.677,4.0558
283,3.8678,0.0947,3356,10,3.7171,3.7459,3.8009,3.8651,3.9292,3.9943,4.0322,3.7731,3.9626,3.6783,4.0573
284,3.87,0.095,3356,10,3.7179,3.7493,3.8049,3.8683,3.9326,3.9969,4.0342,3.775,3.965,3.68,4.06
285,3.8727,0.0954,3356,10,3.7228,3.7529,3.8071,3.8708,3.9352,3.999,4.036,3.7774,3.9681,3.682,4.0635
286,3.8759,0.0957,3356,10,3.7265,3.7569,3.8107,3.8729,3.9388,4.0034,4.0387,3.7802,3.9716,3.6845,4.0673
287,3.879,0.096,3356,10,3.7295,3.7597,3.8149,3.8756,3.9408,4.0061,4.0427,3.783,3.975,3.6871,4.071
288,3.8822,0.0969,3356,10,3.7296,3.7638,3.8199,3.8786,3.9447,4.0091,4.0472,3.7853,3.9791,3.6884,4.076
289,3.8855,0.0988,3356,10,3.732,3.7665,3.8232,3.882,3.9506,4.0121,4.0486,3.7867,3.9842,3.688,4.083
290,3.8884,0.1012,3356,10,3.7265,3.7657,3.8241,3.8849,3.9553,4.0163,4.0532,3.7871,3.9896,3.6859,4.0909
291,3.8911,0.104,3360,10,3.7179,3.7619,3.8247,3.8892,3.962,4.0248,4.0605,3.7871,3.9951,3.6832,4.0991
292,3.8936,0.1069,3360,10,3.708,3.7575,3.8243,3.891,3.9656,4.0292,4.0664,3.7867,4.0005,3.6798,4.1075
293,3.8958,0.1092,3360,10,3.7062,3.7552,3.8241,3.8951,3.9691,4.0352,4.0726,3.7866,4.0051,3.6774,4.1143
294,3.8976,0.1108,3360,10,3.7055,3.7552,3.8257,3.9,3.9719,4.038,4.0774,3.7868,4.0083,3.676,4.1191
295,3.899,0.1118,3360,10,3.7062,3.7548,3.8279,3.9016,3.9725,4.0377,4.076,3.7872,4.0108,3.6754,4.1226
296,3.9,0.1122,3360,10,3.7036,3.7522,3.8296,3.9025,3.9744,4.0395,4.0824,3.7878,4.0123,3.6755,4.1245
297,3.9005,0.1124,3360,10,3.705,3.7519,3.8274,3.902,3.9746,4.0396,4.0829,3.7881,4.013,3.6756,4.1254
298,3.9008,0.1126,3360,10,3.706,3.751,3.8307,3.902,3.9744,4.039,4.0824,3.7882,4.0134,3.6756,4.126
299,3.9004,0.1123,3360,10,3.7081,3.7499,3.8289,3.902,3.9741,4.0396,4.0829,3.7881,4.0127,3.6758,4.1251
300,3.8997,0.1119,3360,10,3.7123,3.7504,3.828,3.9005,3.9743,4.0411,4.0847,3.7878,4.0115,3.6759,4.1234
301,3.8985,0.1116,3360,10,3.7154,3.7494,3.8246,3.8987,3.9714,4.0395,4.0834,3.7869,4.01,3.6753,4.1216
302,3.8969,0.1115,3360,10,3.7177,3.7494,3.8208,3.8952,3.9694,4.0359,4.0797,3.7854,4.0084,3.6739,4.12
303,3.8943,0.111,3359,10,3.7183,3.7488,3.8153,3.8932,3.9689,4.0349,4.0785,3.7834,4.0053,3.6724,4.1163
304,3.8912,0.1097,3357,10,3.7165,3.7467,3.8122,3.8902,3.9688,4.035,4.0791,3.7815,4.0009,3.6717,4.1106
305,3.8878,0.1083,3354,10,3.7175,3.7463,3.8095,3.8839,3.9627,4.0281,4.0704,3.7796,3.9961,3.6713,4.1044
306,3.8838,0.1064,3354,10,3.7175,3.7457,3.8072,3.879,3.956,4.0192,4.0602,3.7774,3.9902,3.6709,4.0966
307,3.8793,0.1041,3354,10,3.7183,3.7444,3.8047,3.8751,3.9517,4.0152,4.0544,3.7752,3.9834,3.6711,4.0875
308,3.8755,0.1025,3354,10,3.7156,3.7418,3.8021,3.8705,3.9447,4.0089,4.0467,3.773,3.978,3.6704,4.0806
309,3.8722,0.1017,3354,10,3.7122,3.7398,3.8009,3.8687,3.9384,4.0033,4.04,3.7705,3.9738,3.6689,4.0755
310,3.8692,0.1009,3354,10,3.7102,3.7372,3.7986,3.8667,3.935,4.0014,4.0429,3.7683,3.9702,3.6673,4.0711
311,3.8669,0.1005,3354,10,3.7096,3.7368,3.7954,3.8635,3.9329,4.0001,4.0364,3.7664,3.9674,3.666,4.0679
312,3.8652,0.1003,3354,10,3.7096,3.737,3.7937,3.8619,3.9313,3.9977,4.0335,3.7649,3.9655,3.6646,4.0658
313,3.8637,0.1,3354,10,3.708,3.7371,3.7932,3.8588,3.9308,3.9945,4.0304,3.7637,3.9637,3.6637,4.0637
314,3.8628,0.1005,3354,10,3.7051,3.7359,3.7934,3.8591,3.9293,3.9939,4.0285,3.7622,3.9633,3.6617,4.0638
315,3.862,0.1018,3354,10,3.701,3.7343,3.7925,3.8599,3.9269,3.9927,4.028,3.7602,3.9638,3.6584,4.0655
316,3.8611,0.1029,3352,10,3.6974,3.7295,3.791,3.8598,3.9302,3.9982,4.0323,3.7582,3.964,3.6552,4.0669
317,3.8597,0.1038,3352,10,3.6949,3.7255,3.7888,3.8596,3.929,3.998,4.0379,3.7559,3.9636,3.652,4.0674
318,3.8582,0.1048,3353,10,3.6943,3.7231,3.7866,3.8572,3.9267,3.9924,4.034,3.7534,3.9631,3.6486,4.0679
319,3.8563,0.1053,3355,10,3.6916,3.7212,3.7852,3.8551,3.9215,3.9854,4.0298,3.751,3.9616,3.6458,4.0668
320,3.8544,0.105,3358,10,3.687,3.7183,3.7823,3.8542,3.9223,3.9845,4.0287,3.7494,3.9595,3.6444,4.0645
321,3.8534,0.105,3358,10,3.6852,3.7181,3.7789,3.8512,3.9181,3.9837,4.027,3.7484,3.9584,3.6435,4.0634
322,3.8533,0.1052,3356,10,3.6851,3.7192,3.7807,3.8506,3.9164,3.983,4.0257,3.7482,3.9585,3.643,4.0637
323,3.8533,0.1052,3356,10,3.6879,3.7227,3.7822,3.8517,3.9184,3.9837,4.027,3.7481,3.9586,3.6429,4.0638
324,3.8537,0.1051,3356,10,3.6914,3.726,3.7825,3.8524,3.9206,3.9851,4.0289,3.7487,3.9588,3.6436,4.0639
325,3.8541,0.1052,3356,10,3.6915,3.7261,3.7809,3.8507,3.9184,3.9846,4.0287,3.7489,3.9594,3.6437,4.0646
326,3.8541,0.1054,3356,10,3.6923,3.7269,3.7819,3.851,3.9174,3.9838,4.0272,3.7487,3.9596,3.6433,4.065
327,3.8538,0.1055,3356,10,3.6898,3.7245,3.7804,3.8508,3.9193,3.9851,4.0289,3.7483,3.9592,3.6428,4.0647
328,3.8535,0.1053,3356,10,3.6903,3.7242,3.7797,3.8498,3.9199,3.9847,4.0285,3.7481,3.9588,3.6428,4.0642
329,3.853,0.105,3356,10,3.6924,3.7255,3.7784,3.848,3.9193,3.9847,4.0287,3.748,3.9579,3.6431,4.0629
330,3.8525,0.1039,3356,10,3.6944,3.7265,3.7779,3.8458,3.9186,3.9846,4.0295,3.7487,3.9564,3.6448,4.0603
331,3.8525,0.1032,3358,10,3.6969,3.7276,3.7775,3.8444,3.9157,3.9811,4.0263,3.7493,3.9557,3.6461,4.0589
332,3.8532,0.1031,3358,10,3.6974,3.728,3.7795,3.845,3.9165,3.9809,4.0208,3.7501,3.9563,3.647,4.0594
333,3.8547,0.1036,3358,10,3.6966,3.7281,3.7791,3.8468,3.9181,3.9856,4.0314,3.7511,3.9583,3.6475,4.0619
334,3.857,0.1046,3358,10,3.6984,3.7303,3.7807,3.8491,3.923,3.9913,4.0406,3.7524,3.9616,3.6477,4.0663
335,3.8594,0.1063,3358,10,3.7,3.7313,3.782,3.8513,3.9258,3.9975,4.0498,3.7531,3.9658,3.6468,4.0721
336,3.8621,0.108,3358,10,3.7,3.7309,3.7846,3.8557,3.9304,4.0015,4.054,3.7541,3.9701,3.6461,4.0781
337,3.8648,0.1097,3360,10,3.6986,3.7302,3.7832,3.8579,3.9328,4.0057,4.0589,3.7551,3.9745,3.6453,4.0842
338,3.8673,0.1109,3360,10,3.6984,3.7304,3.7845,3.8605,3.9373,4.0139,4.0679,3.7564,3.9782,3.6455,4.0891
339,3.8697,0.1122,3360,10,3.6985,3.7317,3.7862,3.8621,3.9409,4.0223,4.0776,3.7576,3.9819,3.6454,4.0941
340,3.8721,0.113,3360,10,3.7002,3.7344,3.7907,3.8655,3.942,4.0296,4.0822,3.7591,3.9852,3.6461,4.0982
341,3.8743,0.1137,3360,10,3.7008,3.7348,3.7907,3.8673,3.9463,4.0355,4.0864,3.7606,3.9881,3.6469,4.1018
342,3.8766,0.1142,3360,10,3.7057,3.7381,3.7918,3.8681,3.9451,4.0343,4.0861,3.7624,3.9908,3.6482,4.105
343,3.8787,0.115,3360,10,3.7066,3.7396,3.7924,3.8699,3.95,4.0388,4.0874,3.7637,3.9937,3.6487,4.1087
344,3.8812,0.1155,3360,10,3.7077,3.7413,3.7949,3.8713,3.9541,4.0447,4.093,3.7656,3.9967,3.6501,4.1122
345,3.8841,0.1164,3360,10,3.7101,3.7416,3.7958,3.8737,3.9578,4.0472,4.0979,3.7677,4.0005,3.6514,4.1169
346,3.8869,0.1165,3360,10,3.7136,3.7457,3.7999,3.8767,3.9612,4.051,4.0993,3.7703,4.0034,3.6538,4.12
347,3.8891,0.1163,3359,10,3.7173,3.7486,3.803,3.8786,3.9647,4.053,4.1036,3.7728,4.0053,3.6566,4.1216
348,3.8906,0.1152,3335,10,3.7218,3.7509,3.8057,3.8804,3.9633,4.0501,4.0993,3.7754,4.0058,3.6602,4.121
349,3.8912,0.114,3311,10,3.7235,3.7526,3.8071,3.8806,3.9633,4.0481,4.0986,3.7772,4.0052,3.6632,4.1192
350,3.8912,0.1125,3287,10,3.728,3.7552,3.8092,3.8804,3.9609,4.0436,4.0956,3.7788,4.0037,3.6663,4.1162
351,3.8908,0.111,3263,10,3.7309,3.7564,3.8085,3.8789,3.9605,4.0418,4.0957,3.7799,4.0018,3.6689,4.1128
352,3.8902,0.1091,3262,10,3.7339,3.7604,3.8117,3.8779,3.96,4.0388,4.0949,3.7811,3.9993,3.6719,4.1085
353,3.8903,0.1079,3260,10,3.7347,3.7616,3.8124,3.8769,3.9572,4.0363,4.0896,3.7824,3.9981,3.6745,4.106
354,3.891,0.1068,3260,10,3.7351,3.7625,3.8136,3.8784,3.9561,4.0307,4.0798,3.7842,3.9977,3.6774,4.1045
355,3.8919,0.1063,3260,10,3.7352,3.7633,3.8155,3.8807,3.9603,4.0324,4.0804,3.7856,3.9982,3.6793,4.1044
356,3.8932,0.1061,3256,10,3.7363,3.7643,3.8173,3.8841,3.9632,4.0348,4.0812,3.7871,3.9994,3.681,4.1055
357,3.8944,0.1066,3256,10,3.7346,3.7643,3.8182,3.8854,3.9659,4.038,4.0845,3.7879,4.001,3.6813,4.1076
358,3.895,0.1068,3256,10,3.735,3.7643,3.8206,3.8855,3.9657,4.0405,4.0867,3.7882,4.0018,3.6814,4.1086
359,3.8951,0.107,3256,13,3.732,3.7619,3.8209,3.8856,3.9627,4.0378,4.083,3.788,4.0021,3.681,4.1092
360,3.8946,0.1066,3256,13,3.7314,3.7602,3.8211,3.8877,3.9626,4.0368,4.0814,3.788,4.0012,3.6814,4.1078
361,3.8941,0.1062,3256,13,3.7311,3.7602,3.821,3.8877,3.9626,4.0375,4.0812,3.7879,4.0004,3.6816,4.1066
362,3.8942,0.1056,3257,13,3.7303,3.76,3.821,3.887,3.9612,4.0327,4.0752,3.7886,3.9998,3.6831,4.1053
363,3.8949,0.1051,3281,13,3.7316,3.7609,3.8222,3.8878,3.9634,4.0361,4.0755,3.7899,4.0,3.6848,4.1051
364,3.8966,0.1043,3305,13,3.7332,3.7641,3.8236,3.8886,3.9634,4.0334,4.0741,3.7923,4.0009,3.688,4.1052
365,3.8992,0.1044,3329,13,3.7363,3.7666,3.8259,3.8916,3.9666,4.0383,4.0769,3.7948,4.0036,3.6904,4.108
