yearday,mean,sd,n,n_years,p05,p10,p25,p50,p75,p90,p95,lo1,hi1,lo2,hi2
147,8.2055,0.3575,3479,10,7.6292,7.7107,7.9013,8.239,8.4658,8.6061,8.7664,7.848,8.563,7.4905,8.9205
148,8.198,0.3503,3479,10,7.6361,7.7203,7.8898,8.2376,8.4679,8.597,8.722,7.8477,8.5483,7.4975,8.8985
149,8.1907,0.3419,3482,10,7.648,7.7205,7.8811,8.2377,8.4572,8.5835,8.6817,7.8489,8.5326,7.507,8.8745
150,8.1835,0.3328,3485,10,7.6581,7.7261,7.8769,8.2401,8.4412,8.5674,8.6482,7.8508,8.5163,7.518,8.849
151,8.1762,0.3234,3485,10,7.6636,7.7328,7.8791,8.2337,8.4313,8.5543,8.6203,7.8528,8.4995,7.5294,8.8229
152,8.1693,0.3141,3484,10,7.6712,7.7445,7.8816,8.229,8.423,8.5498,8.6023,7.8552,8.4834,7.5411,8.7975
153,8.1627,0.3055,3484,10,7.6758,7.7541,7.8825,8.2223,8.4034,8.5475,8.5991,7.8572,8.4683,7.5516,8.7738
154,8.1567,0.2978,3483,10,7.6828,7.7631,7.8881,8.2162,8.3814,8.5466,8.5963,7.8588,8.4545,7.561,8.7523
155,8.1508,0.2906,3467,10,7.685,7.7703,7.8887,8.2042,8.3629,8.5458,8.5924,7.8602,8.4414,7.5696,8.732
156,8.1455,0.2836,3467,10,7.6873,7.7769,7.8919,8.1873,8.3486,8.5413,8.5853,7.8619,8.4291,7.5783,8.7127
157,8.1413,0.277,3467,10,7.698,7.7804,7.896,8.18,8.3336,8.5388,8.5774,7.8644,8.4183,7.5874,8.6952
158,8.1394,0.2707,3459,10,7.7089,7.7812,7.8991,8.1792,8.3226,8.5242,8.5726,7.8686,8.4101,7.5979,8.6808
159,8.1394,0.2646,3481,10,7.719,7.7874,7.9084,8.1793,8.3151,8.5096,8.5685,7.8748,8.404,7.6101,8.6687
160,8.1411,0.2586,3481,10,7.724,7.7969,7.9222,8.1817,8.3139,8.5092,8.5735,7.8825,8.3996,7.6239,8.6582
161,8.1434,0.253,3480,10,7.7494,7.8127,7.9345,8.1821,8.3087,8.5081,8.5758,7.8905,8.3964,7.6375,8.6494
162,8.1457,0.2485,3480,10,7.7549,7.8291,7.9506,8.1787,8.3036,8.4949,8.576,7.8972,8.3941,7.6487,8.6426
163,8.1466,0.2447,3480,10,7.7575,7.8371,7.9647,8.1642,8.2956,8.4593,8.5842,7.9019,8.3913,7.6571,8.636
164,8.1467,0.2421,3481,10,7.7637,7.8442,7.9714,8.1466,8.2903,8.4548,8.5969,7.9046,8.3887,7.6626,8.6308
165,8.1464,0.2408,3481,10,7.7641,7.8483,7.976,8.1393,8.2831,8.4545,8.6029,7.9056,8.3872,7.6649,8.628
166,8.146,0.2403,3481,10,7.7593,7.8502,7.9835,8.1365,8.2789,8.4545,8.6046,7.9057,8.3862,7.6655,8.6265
167,8.1452,0.24,3482,10,7.7553,7.8513,7.9882,8.1328,8.2772,8.4549,8.6086,7.9052,8.3852,7.6652,8.6253
168,8.1443,0.2403,3482,10,7.7394,7.847,7.9924,8.1325,8.2736,8.4549,8.6076,7.904,8.3846,7.6636,8.625
169,8.1421,0.2416,3483,10,7.722,7.8359,7.9973,8.1313,8.2712,8.4549,8.6026,7.9005,8.3837,7.6589,8.6253
170,8.1388,0.2435,3498,10,7.7135,7.816,7.9986,8.1307,8.2716,8.4443,8.5976,7.8953,8.3822,7.6518,8.6257
171,8.1349,0.2455,3504,10,7.6972,7.7805,7.9945,8.1264,8.2708,8.4321,8.5949,7.8894,8.3803,7.644,8.6258
172,8.1305,0.2475,3510,10,7.6846,7.7626,7.9909,8.1203,8.2713,8.4241,8.5937,7.883,8.3779,7.6355,8.6254
173,8.125,0.2487,3526,10,7.6817,7.7516,7.9932,8.1177,8.2686,8.4169,8.5936,7.8763,8.3737,7.6277,8.6223
174,8.1189,0.2484,3532,10,7.6764,7.7394,7.9951,8.115,8.2648,8.4054,8.5934,7.8705,8.3673,7.6221,8.6157
175,8.1124,0.2469,3551,11,7.6745,7.7262,7.9871,8.1134,8.2564,8.3918,8.5758,7.8655,8.3593,7.6185,8.6062
176,8.1054,0.2441,3582,11,7.6699,7.7212,7.9747,8.1116,8.2463,8.3808,8.5385,7.8613,8.3495,7.6171,8.5937
177,8.0989,0.2401,3612,11,7.6686,7.7193,7.9661,8.1081,8.2428,8.3687,8.4901,7.8588,8.3389,7.6187,8.579
178,8.0937,0.2358,3640,11,7.6695,7.7181,7.9591,8.1078,8.2447,8.3544,8.442,7.8578,8.3295,7.622,8.5653
179,8.09,0.2316,3670,11,7.6675,7.7168,7.9565,8.1128,8.2468,8.3474,8.4163,7.8584,8.3216,7.6268,8.5532
180,8.0869,0.2271,3693,11,7.6706,7.7175,7.9541,8.1126,8.2491,8.3426,8.3997,7.8598,8.3141,7.6327,8.5412
181,8.0839,0.223,3706,11,7.6733,7.7205,7.9521,8.1109,8.2511,8.3408,8.3914,7.8609,8.3069,7.6379,8.5299
182,8.0806,0.2189,3736,11,7.6738,7.7211,7.9521,8.1061,8.2496,8.3343,8.3796,7.8616,8.2995,7.6427,8.5184
183,8.0773,0.2145,3764,11,7.6756,7.7224,7.9496,8.0987,8.2447,8.3288,8.372,7.8628,8.2918,7.6483,8.5063
184,8.0743,0.2099,3793,11,7.6782,7.7335,7.9472,8.0889,8.2403,8.323,8.3629,7.8644,8.2842,7.6545,8.494
185,8.0722,0.2055,3811,11,7.6853,7.7421,7.947,8.085,8.2391,8.321,8.3581,7.8667,8.2776,7.6612,8.4831
186,8.0713,0.2018,3811,11,7.6913,7.7533,7.9463,8.0787,8.2408,8.32,8.356,7.8695,8.2731,7.6676,8.4749
187,8.0715,0.1989,3808,11,7.7015,7.7655,7.9407,8.0748,8.2426,8.3193,8.3532,7.8726,8.2703,7.6737,8.4692
188,8.0721,0.1967,3815,11,7.71,7.7799,7.9374,8.0734,8.2418,8.3206,8.3568,7.8753,8.2688,7.6786,8.4655
189,8.0729,0.1953,3837,11,7.7154,7.7917,7.9382,8.0726,8.2405,8.321,8.3577,7.8776,8.2682,7.6823,8.4635
190,8.0738,0.1946,3848,11,7.7257,7.8019,7.9378,8.0721,8.2376,8.3213,8.3611,7.8792,8.2684,7.6846,8.4631
191,8.0747,0.1945,3832,11,7.7372,7.8038,7.9354,8.0726,8.2361,8.3265,8.367,7.8802,8.2691,7.6857,8.4636
192,8.0747,0.1958,3812,11,7.7435,7.8071,7.9303,8.0743,8.2384,8.3282,8.3736,7.8789,8.2705,7.6831,8.4663
193,8.0742,0.1982,3790,11,7.753,7.8082,7.9229,8.0766,8.2384,8.3302,8.3783,7.876,8.2724,7.6778,8.4706
194,8.0729,0.2013,3766,11,7.7533,7.808,7.9105,8.0729,8.2363,8.3326,8.386,7.8716,8.2743,7.6703,8.4756
